INFO	Title	Ewing Sarcoma (EWS) Data Dictionary									
INFO	Name	ews_v1.0									
INFO	Release Notes										
INFO	Parent Data Model	pcdc_v1.8									
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)									
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/									
INFO	Disease Consortium Information	https://commons.cri.uchicago.edu/pcdc/									
INFO	Description	Ewing Sarcoma (EWS) Data Dictionary									
INFO	Total Variables	190									
											
RowType	VariableName	DataType	Tier	VariableDescription	VariableCode	PermissibleValue	ValueDescription	ValueCode	ImplementationNotes	Mappings	Modeling Notes (ignored in processing)
PD						Lumbar Vertebra	One of the five bones situated between the thoracic vertebrae and the sacrum in the lower part of the spine.	ncit:C12744			
PD						Lung	One of a pair of viscera occupying the pulmonary cavities of the thorax, the organs of respiration in which aeration of the blood takes place. As a rule, the right lung is slightly larger than the left and is divided into three lobes (an upper, a middle, and a lower or basal), while the left has two lobes (an upper and a lower or basal). Each lung is irregularly conical in shape, presenting a blunt upper extremity (the apex), a concave base following the curve of the diaphragm, an outer convex surface (costal surface), an inner or mediastinal surface (mediastinal surface), a thin and sharp anterior border, and a thick and rounded posterior border.	ncit:C12468			
PD						Lymph Node	A bean-shaped organ surrounded by a connective tissue capsule. It is part of the lymphatic system and is found throughout the body. It is composed predominantly of lymphocytes and its main function is immune protection.	ncit:C12745			
PD						Mandible	The lower jaw bone holding the lower teeth.	ncit:C12290			
PD						Maxilla	The upper jawbone in vertebrates; it is fused to the cranium.	ncit:C26470			
PD						Mediastinum	An anatomic site along the midline and under the sternum that contains the heart and pericardium, the bases of the great vessels, the trachea and bronchi, esophagus, thymus, lymph nodes, thoracic duct, phrenic and vagus nerves, and other structures and tissues.	ncit:C12748			
PD						Metacarpus	Any of the five bones between the wrist and the fingers that form the skeleton of the palm.	ncit:C12751			
PD						Metatarsus	A bone belonging to the middle part of the foot located between toes and ankle. There are 5 metatarsal bones and they are numbered from the medial side.	ncit:C12752			
PD						Nasal Bone	One of two small oblong bones placed side by side at the middle and upper part of the face.	ncit:C33157			
PD						Neck	The region that connects the head to the rest of the body.	ncit:C13063			
PD						Occipital Bone	The trapezoidal-shaped bone that forms the back and part of the base of the skull.	ncit:C12757			
PD						Parietal Bone	One of two cranial bones that by their union form the sides and roof of the skull.	ncit:C12766			
PD						Patella	A small flat triangular bone in front of the knee that articulates with the femur and protects the knee joint.	ncit:C33282			
PD						Pelvis	The bony, basin-shaped structure formed by the hipbones and the base of the backbone supporting the lower limbs in humans.	ncit:C12767			
PD						Radius Bone	The long bone of the forearm that extends from the lateral aspect of the elbow to the thumb-side of the wrist.	ncit:C12777			
PD						Retroperitoneum	Occurring in, or located in the retroperitoneum.	ncit:C28256			
PD						Rib	Any one of the paired bones, 12 on either side, extending from the thoracic vertebrae toward the median line on the ventral aspect of the trunk. The long curved bones which form the rib cage. Generally, ribs 1 to 7 are connected to the sternum by their costal cartilages and are called true ribs, whereas ribs 8 to 12 are termed false ribs.	ncit:C12782			
PD						Sacral Region	The triangular bone, made up of 5 fused bones of the spine, located in the lower area of the spine between the fifth lumbar vertebra and the coccyx.	ncit:C33508			
PD						Scalp	The skin which covers the top of the head and which is usually covered by hair.	ncit:C89807			
PD						Scapula	The flat triangle-shaped bone that connects the humerus with the clavicle in the back of the shoulder.	ncit:C12783			
PD						Shoulder	The region of the body between the neck and the upper arm.	ncit:C25203			
PD						Cranium	The bones that form the head, made up of the bones of the braincase and face.	ncit:C12789			
PD						Sphenoid Bone	The butterfly-shaped bone located at the base of the skull that helps to form the orbit of the eye.	ncit:C12790			
PD						Spinal Cord	The elongated, approximately cylindrical part of the central nervous system of vertebrates that lies in the vertebral canal and from which the spinal nerves emerge.	ncit:C12464			
PD						Spine	A series of bones, muscles, tendons, and other tissues reaching from the base of the skull to the tailbone. The vertebral column forms the axis of the skeleton and encloses as well as protects the spinal cord and the fluid surrounding the spinal cord.	ncit:C12998			
PD						Sternum	The long, flat bone connecting with the cartilages of the first seven ribs and the clavicle.	ncit:C12793			
PD						Talus	The bone of the foot that connects with the tibia and fibula to form the ankle joint.	ncit:C52799			
PD						Tarsal Bone	Any one of the seven bones forming the instep of the foot.	ncit:C12796			
PD						Temporal Bone	A large irregular bone situated at the base and side of the skull, connected with the mandible via the temporomandibular joint. The temporal bone consists of the squamous, tympanic and petrous parts. The petrous portion of the temporal bone contains the vestibulocochlear organ of the inner ear.	ncit:C12797			
PD						Thigh	A part of the lower limb, located between hip and knee.	ncit:C33763			
PD						Thoracic Vertebra	One of 12 vertebrae in the human vertebral column. The thoracic vertebrae are situated between the seventh cervical vertebra down to the first lumbar vertebra.	ncit:C12798			
PD						Tibia	A bone located between the femur and the tarsus, being part of the lower leg.	ncit:C12800			
PD						Ulna	One of the bones that comprise the forearm. The largest aspect articulates with the humerus at the elbow joint and the smallest portion of the ulna articulates with the carpal bones in the wrist.	ncit:C12809			
PD						Upper Arm	The portion of the upper extremity between the shoulder and the elbow. For clinical purposes this term is also used to refer to the whole superior limb.	ncit:C32141			
PD						Upper Extremity	The region of the body that includes the arm, the forearm, and hand.	ncit:C12671			
PD						Wrist	A joint between the distal end of the radius and the proximal row of carpal bones.	ncit:C33894			
PD						Zygomatic Bone	The union at the zygomaticotemporal suture of the temporal process of the zygomatic one and zygomatic process of the temporal bone.	ncit:C33897			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	PROCEDURE_LATERALITY	Code	Optional	Laterality: Dominant use or manifestations of one side of the body versus the other; referring to a side of the body or of a structure.	ncit:C25185	_undefined_	_undefined_	_undefined_			
PD						Left	Being or located on or directed toward the side of the body to the west when facing north.	ncit:C25229			
PD						Right	Being or located on or directed toward the side of the body to the east when facing north.	ncit:C25228			
PD						Bilateral	Affecting both sides of the body or a matched pair of organs.	ncit:C13332			
PD						Midline	A medial line, especially the medial line or medial plane of the body (or some part of the body).	ncit:C81170			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	PROCEDURE_TYPE	Code	Optional	A categorization of surgical procedures by type or purpose.	ncit:C161601	_undefined_	_undefined_	_undefined_			
PD						Surgery	The branch of medical science that treats disease or injury by operative procedures.	ncit:C17173			
PD						Biopsy	The removal of tissue specimens or fluid from the living body for microscopic examination, performed to establish a diagnosis.	ncit:C15189			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	SURGERY_TYPE_LIMB	Code	Optional	Surgical procedures on a limb.	ncit:C175009	_undefined_	_undefined_	_undefined_			
PD						Amputation	The surgical removal of all or part of a limb or other appendage.	ncit:C15179			
PD						Limb-salvage	A procedure to avoid amputation of an arm or leg	ncit:C16042			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	AMPUTATION_TYPE	Code	Optional	The surgical removal of all or part of a limb or other appendage.	ncit:C15179	_undefined_	_undefined_	_undefined_			
PD						Amputation - Through Involved Bone	An amputation through the diseased portion of the bone.	ncit:C175010			
PD						Amputation - Proximal To Involved Bone	An amputation from the nearest feasible anatomical point to the involved portion of the bone.	ncit:C175011			
PD						Disarticulation	The surgical separation of bones at a joint.	ncit:C175012			
PD						Internal Hemipelvectomy	Unilateral removal of the pelvic girdle by resecting the innominate bone while preserving the ipsilateral limb.	ncit:C175013			
PD						External Hemipelvectomy	Unilateral removal of the pelvic girdle by resection of the innominate bone plus amputation of the ipsilateral limb.	ncit:C175014			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	SURGERY_TYPE_LIMB_SALVAGE	Code	Optional	A procedure to avoid amputation of an arm or leg.	ncit:C16042	_undefined_	_undefined_	_undefined_			
PD						Intra-Articular Resection	A resection performed within a joint.	ncit:C175015			
PD						Extra-Articular Resection	A resection that is done outside the joint.	ncit:C175016			
PD						Intercalary Resection	A resection of a diaphyseal segment with the goal of preserving adjacent joints. This may include portions of the metaphysis and/or epiphysis depending on the extent of disease.	ncit:C175017			
PD						Internal Hemipelvectomy	Unilateral removal of the pelvic girdle by resecting the innominate bone while preserving the ipsilateral limb.	ncit:C175013			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	RECONSTRUCTION_TYPE	Code	Optional	Surgical restoration of function or form of a part.	ncit:C25351	_undefined_	_undefined_	_undefined_			
PD						Endoprosthetic	An artificial device inserted to replace a missing part.	ncit:C175018			
PD						Osteoarticular Allograft	Grafting bone and cartilage that has been obtained from an individual of the same species as the intended recipient.	ncit:C175019			
PD						Intercalary Allograft	Grafting a segment of long bone that is obtained from an individual of the same species as the intended recipient.	ncit:C175020			
PD						Allograft-Prosthetic	Grafting a composite of an allograft and a prosthetic device.	ncit:C175021			
PD						Non-Vascularized Autograft	Harvesting a graft from the intended recipient that has no attached blood supply.	ncit:C175022			
PD						Vascularized Autograft	Harvesting a graft from the intended recipient that has attached blood supply.	ncit:C175023			
PD						Allograft + Vascularized Autograft	The combination of a bone graft from a donor of the same species and a graft from the intended recipient that has attached arteries and veins.	ncit:C175024			
PD						Vascularized Autograft Endoprosthetic Composite	The combination of a graft from the intended recipient that has attached arteries and veins and a prosthetic device intended for implant.	ncit:C175025			
PD						Arthrodesis	Surgical fixation or immobilization of a joint, performed to allow bones to fuse or join together	ncit:C52007			
PD						No Surgical Reconstruction	There was no surgical reconstruction performed.	ncit:C175026			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	PROCEDURE_EXTENT	Code	Mandatory	The degree to which the lesion has been cut out, or resected.	ncit:C157443	_undefined_	_undefined_	_undefined_			
PD						Gross Total	Surgical removal of an entire visible lesion, with no obvious lesion detected on post-operative evaluation; microscopic residual disease may be present.	ncit:C131672			
PD						Complete Resection	Complete clearance of the tumor with histologically proved negative margins.	ncit:C175027			
PD						Partial Resection	Surgical removal of a part of a lesion; some portion of the lesion is detectable on post-operative evaluation.	ncit:C131680			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	MARGINS	Code	Optional	One of the criteria for assessment of the effectiveness of given surgical procedure in achieving the local control of a neoplasm and the adequacy of tumor removal. It is defined by the tissue plane through which the dissection has been done and the actual or potential neoplastic tissue which has been left outside the boundary of a resected specimen within the patient. There are four types of surgical margins: intracapsular or intralesional, marginal, wide, and radical.	ncit:C41227	_undefined_	_undefined_	_undefined_			
PD						R0 - Complete Resection, Negative Margins	No detectable presence of residual tumor after treatment	ncit:C139578			
PD						R1 - Complete Resection, Positive Margins	Presence of microscopic residual tumor after treatment.	ncit:C139579			
PD						R2 - Gross Residual Disease	Presence of macroscopic residual tumor after treatment.	ncit:C139580			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	BIOPSY_TYPE	Code	Mandatory	The removal of tissue specimens or fluid from the living body for microscopic examination, performed to establish a diagnosis.	ncit:C15189	_undefined_	_undefined_	_undefined_			
PD						Core Needle	The removal of a tissue sample using a needle with a relatively large diameter, for microscopic examination.	ncit:C15680			
PD						Incisional Biopsy	A surgical procedure in which part of a lesion is removed for microscopic examination.	ncit:C15386			
PD						Excisional Biopsy	A surgical procedure in which an entire lesion is removed for microscopic examination.	ncit:C15385			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	MET_NON_LUNG_MGMT	Code	Optional	Surgical treatment of metastatic disease not involving the lungs.	ncit:C175028	_undefined_	_undefined_	_undefined_			
PD						No	The non-affirmative response to a question.	ncit:C49487			
PD						Yes	The affirmative response to a question.	ncit:C49488			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	MET_LUNG_MGMT	Code	Optional	Surgical treatment of disease metastatic to the lungs.	ncit:C175029	_undefined_	_undefined_	_undefined_			
PD						Thoracotomy	A surgical procedure in which an large incision is made into the chest wall, for the purpose of accessing organs inside the thoracic cavity.	ncit:C15337			
PD						Sternotomy	Incision into or through the sternum.	ncit:C25220			
PD						Video-Assisted Thoroscopic Surgery	Thoracic surgery that is aided by the use of a video camera.	ncit:C63704			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	LOCALIZATION_TECHNIQUE	Code	Optional	The process of determining or marking the location or site of a lesion or disease.	ncit:C28264	_undefined_	_undefined_	_undefined_			
PD						Navigation and Robotics	A surgical technique that uses a specially designed robotic system to aid with the surgical procedure.	ncit:C140885	Note: Only fill in if MET_LUNG_DISEASE_MGMT was completed.		
PD						Indocyanine Green Fluorescence Angiography	A diagnostic imaging procedure to examine blood flow and associated pathology using intravenous indocyanine green dye.	ncit:C175030			
PD						Methylene Blue Dye Marking	The use of methylene blue, a commonly used stain to enhance tissue specimens viewed under a microscope.	ncit:C175031			
PD						Wire Localization	A procedure involving the use of a wire for the localization of a usually non-palpable breast lesion that needs to be surgically removed.	ncit:C91832			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	TUMOR_FROM_MARGIN	Number	Optional	Closest Distance from Margin to Resected Tumor		_undefined_	_undefined_	_undefined_			
											
											
DD	Treatment										
TD	Radiation Therapy										
TG	One row per subject per site of radiation therapy										
VD	AGE_AT_RT_START	Number	Mandatory	Age of subject (in days) at the start of radiation therapy.	ncit:C172695	_undefined_	_undefined_	_undefined_			
VD	AGE_AT_RT_END	Number	Mandatory	Age of subject (in days) at the end of radiation therapy.	ncit:C172696	_undefined_	_undefined_	_undefined_			
VD	DISEASE_PHASE	Code	Mandatory	The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_			
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813			
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155			
PD						Progression	A clinical, pathologic, and/or molecular finding indicating that the course of a disease is worsening in terms of extent or severity.	ncit:C35571			
PD						Relapse/Progression	Either the return of the disease or the progression of the disease.	ncit:C174991			
VD	DISEASE_PHASE_NUMBER	Number	Mandatory	The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_			
VD	COURSE	Code	Mandatory	The type of protocol treatment course administered.	ncit:C168807	_undefined_	_undefined_	_undefined_			
PD						Induction	The first choice of treatment for a particular type of cancer.	ncit:C158876			
PD						Consolidation	Treatment that is given after initial therapy to kill any remaining cancer cells.	ncit:C15679			
PD						Maintenance	Continuation of treatment for an extended period of time to prevent relapse.	ncit:C15688			
VD	COURSE_NUMBER	Number	Mandatory	The number assigned to a course of therapeutic agent administration, indicating where a particular course of treatment falls within a sequence of treatments.	ncit:C166235	_undefined_	_undefined_	_undefined_			
VD	TUMOR_CLASSIFICATION	Code	Mandatory	The classification of a tumor based primarily on histopathological characteristics.	ncit:C174459	_undefined_	_undefined_	_undefined_			
PD						Primary	A tumor at the original site of origin.	ncit:C8509			
PD						Metastatic	A malignant solid neoplasm that has spread from its original site of growth to another anatomic site.	ncit:C127155			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	TUMOR_TISSUE_TYPE	Code	Mandatory	The type of material sample taken from a biological entity for tumor findings assessment testing.	ncit:C119940	_undefined_	_undefined_	_undefined_			
PD						Bone	Connective tissue that forms the skeletal components of the body.	ncit:C12366			
PD						Soft Tissue	A general term comprising tissue that is not hardened or calcified; including muscle, fat, blood vessels, nerves, tendons, ligaments and fascia.	ncit:C12471			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	RT_SITE	Code	Mandatory	The anatomic site of the radiation therapy.	ncit:C173281	_undefined_	_undefined_	_undefined_			
PD						Pelvis	The bony, basin-shaped structure formed by the hipbones and the base of the backbone supporting the lower limbs in humans.	ncit:C12767			
PD						Abdomen	The portion of the body that lies between the thorax and the pelvis.	ncit:C12664			
PD						Spine	A series of bones, muscles, tendons, and other tissues reaching from the base of the skull to the tailbone. The vertebral column forms the axis of the skeleton and encloses as well as protects the spinal cord and the fluid surrounding the spinal cord.	ncit:C12998			
PD						Chest	The anterior side of the thorax from the neck to the abdomen. The shape of the chest is often regarded as potential insight into a disease process, as in the case of barrel chest and respiratory dysfunction.	ncit:C25389			
PD						Head and Neck	For oncology, an area of the body generally construed to comprise the base of skull and facial bones, sinuses, orbits, salivary glands, oral cavity, oropharynx, larynx, thyroid, facial and neck musculature and lymph nodes draining these areas.	ncit:C12418			
PD						Upper Extremity	The region of the body that includes the arm, the forearm, and hand.	ncit:C12671			
PD						Lower Extremity	The limb that is composed of the hip, thigh, leg and foot.	ncit:C12742			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	RT_LATERALITY	Code	Mandatory	The laterality intended for radiation therapy.	ncit:C175523	_undefined_	_undefined_	_undefined_			
PD						Left	Being or located on or directed toward the side of the body to the west when facing north.	ncit:C25229			
PD						Right	Being or located on or directed toward the side of the body to the east when facing north.	ncit:C25228			
PD						Midline	A medial line, especially the medial line or medial plane of the body (or some part of the body).	ncit:C81170			
PD						Bilateral	Affecting both sides of the body or a matched pair of organs.	ncit:C13332			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	ENERGY_TYPE	Code	Mandatory	Treatment of a disease by means of exposure of the target or the whole body to radiation. Radiation therapy is often used as part of curative therapy and occasionally as a component of palliative treatment for cancer. Other uses include total body irradiation prior to transplantation.	ncit:C15313	_undefined_	_undefined_	_undefined_			
PD						3D Conformal	A process by which a dose of radiation is automatically shaped to closely conform to the entire volume of the tumor, so that surrounding normal tissue is spared and treatment toxicity is decreased.	ncit:C16035			
PD						Intensity-Modulated Radiation Therapy	An advanced form of 3-Dimensional Conformal Radiation Therapy (3D CRT) that involves the use of varying intensities of small radiation beams to produce dosage distributions that are more precise than those possible with 3D CRT.	ncit:C16135			
PD						Proton Stereotactic Body Radiation Therapy	Stereotactic body radiation therapy (SBRT) that utilizes a proton beam.	ncit:C175032			
PD						Photon Stereotactic Body Radiation Therapy	Stereotactic body radiation therapy (SBRT) that utilizes a photon beam.	ncit:C175033			
PD						Proton	A type of external beam radiation therapy using a beam of protons. It has the advantage of precisely localizing the radiation dose on the targeted tissue and avoiding damage to the healthy surrounding tissues.	ncit:C66897			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	RT_DOSE	Number	Mandatory	The total radiation dose administered.	ncit:C173282	_undefined_	_undefined_	_undefined_			
VD	RT_UNIT	Code	Optional	A unit of measurement of the dose of radiation received or absorbed.	ncit:C18068	_undefined_	_undefined_	_undefined_			
PD						Gy	A SI derived unit of absorbed radiation dose. One gray is equal to an absorbed dose of one joule per kilogram of matter, or to 100 rads.	ncit:C18063			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	NUM_FRACTION	Numeric	Optional	The number of divided radiation doses received per day.	ncit:C175034	_undefined_	_undefined_	_undefined_			
VD	TRANSPOSITION_ORGAN	Code	Optional	A procedure to move organs out of the range of the damaging effects of radiation.	ncit:C175035	_undefined_	_undefined_	_undefined_			
PD						Ovaries	One of the paired female reproductive glands containing the ova or germ cells; the ovary's stroma is a vascular connective tissue containing numbers of ovarian follicles enclosing the ova.	ncit:C12404			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
											
											
DD	Treatment										
TD	Stem Cell Transplant										
TG	One row per subject per apheresis										
VD	AGE_AT_SCT	Number	Mandatory	Age of subject (in days) at the time of stem-cell transplantation.	ncit:C168853	_undefined_	_undefined_	_undefined_			
VD	DISEASE_PHASE	Code	Mandatory	The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_			
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813			
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155			
PD						Progression	A clinical, pathologic, and/or molecular finding indicating that the course of a disease is worsening in terms of extent or severity.	ncit:C35571			
PD						Relapse/Progression	Either the return of the disease or the progression of the disease.	ncit:C174991			
VD	DISEASE_PHASE_NUMBER	Number	Mandatory	The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_			
VD	COURSE	Code	Mandatory	The type of protocol treatment course administered.	ncit:C168807	_undefined_	_undefined_	_undefined_			
PD						Induction	The first choice of treatment for a particular type of cancer.	ncit:C158876			
PD						Consolidation	Treatment that is given after initial therapy to kill any remaining cancer cells.	ncit:C15679			
PD						Maintenance	Continuation of treatment for an extended period of time to prevent relapse.	ncit:C15688			
VD	COURSE_NUMBER	Number	Mandatory	The number assigned to a course of therapeutic agent administration, indicating where a particular course of treatment falls within a sequence of treatments.	ncit:C166235	_undefined_	_undefined_	_undefined_			
VD	SCT_TYPE	Code	Optional	Type of stem-cell transplantation the subject received.	ncit:C168864	_undefined_	_undefined_	_undefined_			
PD						Autologous	Taken from an individual's own tissues, cells, or DNA.	ncit:C28000			
PD						Allogeneic	Taken from different individuals of the same species.	ncit:C28343			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	SCT_SOURCE	Code	Optional	The source of the stem cells for the stem cell transplant.	ncit:C168870	_undefined_	_undefined_	_undefined_			
PD						Peripheral Blood	Blood drawn from a limb.	ncit:C173496			
PD						Bone Marrow	The tissue occupying the spaces of bone. It consists of blood vessel sinuses and a network of hematopoietic cells which give rise to the red cells, white cells, and megakaryocytes.	ncit:C12431			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	SCT_CD34_COLL	Number	Optional	The determination of the amount of CD34 expressing stem cells present in a sample.	ncit:C175036	_undefined_	_undefined_	_undefined_			
VD	SCT_CD34_TRANSPLANT	Number	Optional	The determination of the amount of transplanted CD34 expressing stem cells.	ncit:C175037	_undefined_	_undefined_	_undefined_			
											
											
DD	Treatment										
TD	Non-Protocol Therapy										
TG	One record per subject per off-protocol therapy										
VD	NPT_TIMING	Code	Optional	A description of the timing of when the non-protocol therapy was received.	ncit:C175038	_undefined_	_undefined_	_undefined_			
PD						Prior to Study	The time period before the study.	ncit:C175039			
PD						After Study Completion	The time period after the completion of the study.	ncit:C175040			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	DISEASE_PHASE	Code	Mandatory	The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_			
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813			
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155			
PD						Progression	A clinical, pathologic, and/or molecular finding indicating that the course of a disease is worsening in terms of extent or severity.	ncit:C35571			
PD						Relapse/Progression	Either the return of the disease or the progression of the disease.	ncit:C174991			
VD	DISEASE_PHASE_NUMBER	Number	Mandatory	The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_			
VD	COURSE	Code	Mandatory	The type of protocol treatment course administered.	ncit:C168807	_undefined_	_undefined_	_undefined_			
PD						Induction	The first choice of treatment for a particular type of cancer.	ncit:Cncit:C158876			
PD						Consolidation	Treatment that is given after initial therapy to kill any remaining cancer cells.	ncit:Cncit:C15679			
PD						Maintenance	Continuation of treatment for an extended period of time to prevent relapse.	ncit:C15688			
VD	COURSE_NUMBER	Number	Mandatory	The number assigned to a course of therapeutic agent administration, indicating where a particular course of treatment falls within a sequence of treatments.	ncit:C166235	_undefined_	_undefined_	_undefined_			
VD	NPT_TYPE	Code	Optional	The type of therapy that the patient received outside of the protocol.	ncit:C175041	_undefined_	_undefined_	_undefined_			
PD						Chemotherapy	The use of synthetic or naturally-occurring chemicals for the treatment of diseases.	ncit:C15632			
PD						Radiation Therapy	Treatment of a disease by means of exposure of the target or the whole body to radiation. Radiation therapy is often used as part of curative therapy and occasionally as a component of palliative treatment for cancer. Other uses include total body irradiation prior to transplantation.	ncit:C15313			
PD						Stem Cell Transplant	A therapeutic procedure that involves the transplantation of hematopoietic stem cells, either with the patient as their own donor or from a donor to a patient. This can be used for treatment of malignant and non-malignant diseases.	ncit:C15431			
PD						Surgery	A diagnostic or treatment procedure performed by manual and/or instrumental means, often involving an incision and the removal or replacement of a diseased organ or tissue; of or relating to or involving or used in surgery or requiring or amenable to treatment by surgery.	ncit:C15329			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
											
											
DD	Response										
TD	Subject Response										
TG	One row per subject per overall response										
VD	AGE_AT_RESPONSE	Number	Mandatory	Age of subject (in days) when the response assessment was made.	ncit:C168856	_undefined_	_undefined_	_undefined_			
VD	DISEASE_PHASE	Code	Mandatory	The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_			
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813			
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155			
PD						Progression	A clinical, pathologic, and/or molecular finding indicating that the course of a disease is worsening in terms of extent or severity.	ncit:C35571			
PD						Relapse/Progression	Either the return of the disease or the progression of the disease.	ncit:C174991			
VD	DISEASE_PHASE_NUMBER	Number	Mandatory	The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_			
VD	COURSE	Code	Mandatory	The type of protocol treatment course administered.	ncit:C168807	_undefined_	_undefined_	_undefined_			
PD						Induction	The first choice of treatment for a particular type of cancer.	ncit:C158876			
PD						Consolidation	Treatment that is given after initial therapy to kill any remaining cancer cells.	ncit:C15679			
PD						Maintenance	Continuation of treatment for an extended period of time to prevent relapse.	ncit:C15688			
VD	COURSE_NUMBER	Number	Mandatory	The number assigned to a course of therapeutic agent administration, indicating where a particular course of treatment falls within a sequence of treatments.	ncit:C166235	_undefined_	_undefined_	_undefined_			
VD	RESPONSE	Code	Mandatory	The pathologic and/or clinical changes that result from treatment. The changes may include eradication of detectable disease, stabilization of disease, or disease progression.	ncit:C50995	_undefined_	_undefined_	_undefined_			
PD						Complete Response	The disappearance of all signs of cancer in response to treatment.	ncit:C4870			
PD						Partial Response	A finding indicating that there is a decrease in the size and the extent of tissue involvement by a malignant tumor in a patient.	ncit:C18058			
PD						Progressive Disease	A clinical, pathologic, and/or molecular finding indicating that the course of a disease is worsening in terms of extent or severity.	ncit:C35571			
PD						Stable Disease	Cancer that is neither decreasing nor increasing in extent or severity.	ncit:C18213			
PD						Not Evaluable	Unable to be evaluated.	ncit:C62222			
