INFO	Title	Germ Cell Tumors (GCT) Data Dictionary									
INFO	Name	gct_v2.0									
INFO	Release Notes										
INFO	Parent Data Model	pcdc_v2.0									
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)									
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/									
INFO	Disease Consortium Information	https://commons.cri.uchicago.edu/pcdc/									
INFO	Description	The GCT data dictionary is a consensus data schema built by an international group of pediatric germ cell tumor experts and maintained by Data for the Common Good (D4CG) at the University of Chicago in collaboration with the Malignant Germ Cell International Consortium (MaGIC). It is based on the collective requirements of its contributors.									
INFO	Total Variables										
											
RowType	VariableName	DataType	Tier	VariableDescription	VariableCode	PermissibleValue	ValueDescription	ValueCode	ImplementationNotes	Mappings	Modeling Notes (ignored in processing)
PD						Dactinomycin	A chromopeptide antineoplastic antibiotic isolated from the bacterium Streptomyces parvulus. Dactinomycin intercalates between adjacent guanine-cytosine base pairs, blocking the transcription of DNA by RNA polymerase; it also causes single-strand DNA breaks, possibly via a free-radical intermediate or an interaction with topoisomerase II. (NCI04)	ncit:C412|rxcui:3100		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Dactinomycin] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Dactinomycin]	
PD						Etoposide	A semisynthetic derivative of podophyllotoxin, a substance extracted from the mandrake root Podophyllum peltatum. Possessing potent antineoplastic properties, etoposide binds to and inhibits topoisomerase II and its function in ligating cleaved DNA molecules, resulting in the accumulation of single- or double-strand DNA breaks, the inhibition of DNA replication and transcription, and apoptotic cell death. Etoposide acts primarily in the G2 and S phases of the cell cycle. (NCI04)	ncit:C491|rxcui:4179		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Etoposide] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Etoposide]	
PD						Etoposide Phosphate	A phosphate salt of a semisynthetic derivative of podophyllotoxin. Etoposide binds to the enzyme topoisomerase II, inducing double-strand DNA breaks, inhibiting DNA repair, and resulting in decreased DNA synthesis and tumor cell proliferation. Cells in the S and G2 phases of the cell cycle are most sensitive to this agent. (NCI04)	ncit:C1093		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Etoposide Phosphate] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Etoposide Phosphate]	
PD						Gemcitabine	A broad-spectrum antimetabolite and deoxycytidine analogue with antineoplastic activity. Upon administration, gemcitabine is converted into the active metabolites difluorodeoxycytidine diphosphate (dFdCDP) and difluorodeoxycytidine triphosphate (dFdCTP) by deoxycytidine kinase. dFdCTP competes with deoxycytidine triphosphate (dCTP) and is incorporated into DNA. This locks DNA polymerase thereby resulting in "masked termination" during DNA replication. On the other hand, dFdCDP inhibits ribonucleotide reductase, thereby decreasing the deoxynucleotide pool available for DNA synthesis. The reduction in the intracellular concentration of dCTP potentiates the incorporation of dFdCTP into DNA.	ncit:C66876|rxcui:12574		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Gemcitabine] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Gemcitabine]	
PD						Ifosfamide	A synthetic analogue of the nitrogen mustard cyclophosphamide with antineoplastic activity. Ifosfamide alkylates and forms DNA crosslinks, thereby preventing DNA strand separation and DNA replication. This agent is a prodrug that must be activated through hydroxylation by hepatic microsomal enzymes. (NCI04)	ncit:C564|rxcui:5657		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Ifosfamide] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Ifosfamide]	
PD						Melphalan	A phenylalanine derivative of nitrogen mustard with antineoplastic activity. Melphalan alkylates DNA at the N7 position of guanine and induces DNA inter-strand cross-linkages, resulting in the inhibition of DNA and RNA synthesis and cytotoxicity against both dividing and non-dividing tumor cells.	ncit:C633|rxcui:6718		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Melphalan] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Melphalan]	
PD						Paclitaxel	A compound extracted from the Pacific yew tree Taxus brevifolia with antineoplastic activity. Paclitaxel binds to tubulin and inhibits the disassembly of microtubules, thereby resulting in the inhibition of cell division. This agent also induces apoptosis by binding to and blocking the function of the apoptosis inhibitor protein Bcl-2 (B-cell Leukemia 2). (NCI04)	ncit:C1411		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Paclitaxel] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Paclitaxel]	
PD						Sodium Thiosulfate	A water soluble salt and reducing agent that reacts with oxidizing agents.  Although its exact mechanism of action is unknown, thiosulfate likely provides an exogenous source of sulfur, thereby hastening the detoxification of cyanide through the enzyme rhodanese (thiosulfate cyanide sulfurtransferase) which converts cyanide to the relatively nontoxic, excretable thiocyanate ion. In addition, this agent neutralizes the reactive alkylating species of nitrogen mustard, thereby decreasing skin toxicity related to nitrogen mustard extravasation. (NCI04)	ncit:C1230	CATEGORY == "Supportive Care Agent"	[gct_v1.2].[Concomitant Medications].[MEDICATION].[Sodium Thiosulfate] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Sodium Thiosulfate]	
PD						Vinblastine	A natural alkaloid isolated from the plant Vinca rosea Linn. Vinblastine binds to tubulin and inhibits microtubule formation, resulting in disruption of mitotic spindle assembly and arrest of tumor cells in the M phase of the cell cycle. This agent may also interfere with amino acid, cyclic AMP, and glutathione metabolism; calmodulin-dependent Ca++ -transport ATPase activity; cellular respiration; and nucleic acid and lipid biosynthesis. (NCI04)	ncit:C930		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Vinblastine] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Vinblastine]	
PD						Vincristine	A natural alkaloid isolated from the plant Vinca rosea Linn. Vincristine binds irreversibly to microtubules and spindle proteins in S phase of the cell cycle and interferes with the formation of the mitotic spindle, thereby arresting tumor cells in metaphase. This agent also depolymerizes microtubules and may also interfere with amino acid, cyclic AMP, and glutathione metabolism; calmodulin-dependent Ca++ -transport ATPase activity; cellular respiration; and nucleic acid and lipid biosynthesis. (NCI04)	ncit:C933|rxcui:11202		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Vincristine] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Vincristine]	
VD	TOTAL_DOSE_ADMINISTERED	Decimal		Total amount of medication administered between the AGE_AT_MEDICATION_START and AGE_AT_MEDICATION values. Assuming all doses administered are the same amount of medication, this value should be equal to the amount of medication given at each dose multiplied by the number of doses.	ncit:C94394	_undefined_	_undefined_	_undefined_	Note: Total dose of the chemotherapy agent administered to the subject over the indicated start and end time points.		
VD	TOTAL_DOSE_UNIT	Enum		The units of the total dose administered to the subject.	ncit:C17395	_undefined_	_undefined_	_undefined_			
PD						mg/m2	A metric unit of areal density equal to approximately 2.94935E-5 ounce per square yard. Also used as a dose calculation unit.	ncit:C67402			
PD						mg/kilo	A unit of a mass fraction expressed as a number of milligrams of substance per kilogram of mixture. The unit is also used as a dose calculation unit.	ncit:C67401			
PD						mg	A metric unit of mass equal to one thousandth of a gram or 1000 micrograms. One milligram equals approximately 0.015 432 grain or 35.274 x 10E-6 ounce.	ncit:C28253			
PD						IU	The unitage assigned by the WHO to International Biological Standards - substances, classed as biological according to the criteria provided by WHO Expert Committee on Biological Standardization (e.g. hormones, enzymes, and vaccines), to enable the results of biological and immunological assay procedures to be expressed in the same way throughout the world. The definition of an international unit is generally arbitrary and technical, and has to be officially approved by the International Conference for Unification of Formulae.	ncit:C48579			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
											
											
DD	Treatment										
TD	Radiation Therapy										
TG	One row per subject per radiation therapy administration										
VD	HONEST_BROKER_SUBJECT_ID	String		The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a "re-identification code"), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.	ncit:C168949	_undefined_	_undefined_	_undefined_		New VD	
VD	AGE_AT_RT_START	Integer		Age of subject (in days) at the start of radiation therapy.	ncit:172695	_undefined_	_undefined_	_undefined_			
VD	AGE_AT_RT_END	Integer		Age of subject (in days) at the end of radiation therapy.	ncit:172696	_undefined_	_undefined_	_undefined_			
VD	TIME_PERIOD_SUBMITTER_ID	String		This is the SUBMITTER_ID of the time period (defined in the "Time Period" table) during which this observation takes place.		_undefined_	_undefined_	_undefined_		New VD	
VD	SITE	Enum		The anatomic site of the radiation therapy.	ncit:173281	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Radiation Therapy].[RT_SITE] skos:exactMatch [gct_v2.0].[Radiation Therapy].[SITE]	
PD						Frontal Cortex	The part of the brain located anterior to the parietal lobes at the front of each cerebral hemisphere.	ncit:C32635	Frontal Lobe		
PD						Head and Neck	For oncology, an area of the body generally construed to comprise the base of skull and facial bones, sinuses, orbits, salivary glands, oral cavity, oropharynx, larynx, thyroid, facial and neck musculature and lymph nodes draining these areas.	ncit:C12418			
PD						Liver	A triangular-shaped organ located under the diaphragm in the right hypochondrium. It is the largest internal organ of the body, weighting up to 2 kg. Metabolism and bile secretion are its main functions. It is composed of cells which have the ability to regenerate.	ncit:C12392			
PD						Mediastinum	A group of organs surrounded by loose connective tissue, separating the two pleural sacs, between the sternum anteriorly and the vertebral column posteriorly as well as from the thoracic inlet superiorly to the diaphragm inferiorly. The mediastinum contains the heart and pericardium, the bases of the great vessels, the trachea and bronchi, esophagus, thymus, lymph nodes, thoracic duct, phrenic and vagus nerves, and other structures and tissues.	ncit:12748			
PD						Occipital Cortex	One of the four regions of cortex in each cerebral hemisphere. It is located posterior to the temporal lobe and inferior to the parietal lobe.	ncit:12757	Occipital Lobe		
PD						Ovary	One of the paired female reproductive glands containing the ova or germ cells; the ovary's stroma is a vascular connective tissue containing numbers of ovarian follicles enclosing the ova.	ncit:C12404			
PD						Parietal Cortex	One of the lobes of the cerebral hemisphere located superiorly to the occipital lobe and posteriorly to the frontal lobe. Cognition and visuospatial processing are its main functions.	ncit:C12766	Parietal Lobe		
PD						Pineal	A small endocrine gland in the brain, situated beneath the back part of the corpus callosum, that secretes melatonin.	ncit:C12398			
PD						Retroperitoneum	The back of the abdomen where the kidneys lie and the great blood vessels run.	ncit:28256			
PD						Sacrococcygeal	The triangular bone, made up of 5 fused bones of the spine, located in the lower area of the spine between the fifth lumbar vertebra and the coccyx.	ncit:C33506			
PD						Spinal Cord	The elongated, approximately cylindrical part of the central nervous system of vertebrates that lies in the vertebral canal and from which the spinal nerves emerge.	ncit:12464			
PD						Suprasellar/Neurohypophyseal	The anatomical region which includes the sella turcica, pituitary gland, ventral adenohypophysis and dorsal neurohypophysis.	ncit:C177357			
PD						Temporal Cortex	One of the cerebral lobes. It is located inferior to the frontal and parietal lobes and anterior to the occipital lobe.	ncit:C12797	Temporal Lobe		
PD						Testes	Either of the paired male reproductive glands that produce the male germ cells and the male hormones.	ncit:C12412			
PD						Thalamus	An ovoid mass composed predominantly of gray substance and associated laminae of white substance. The thalamus is divided into anterior, medial, and lateral parts. The function of the thalamus is to relay sensory impulses and cerebellar and basal ganglia projections to the cerebral cortex. The thalamus is positioned within the posterior part of the diencephalon forming most of each lateral wall of the third ventricle.	ncit:C12459			
PD						Vagina	The female genital canal, extending from the uterus to the vulva.	ncit:C12407			
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998			
PD						Not Reported	Not provided or available.	ncit:43234			
VD	ENERGY_TYPE	Enum		Treatment of a disease by means of exposure of the target or the whole body to radiation. Radiation therapy is often used as part of curative therapy and occasionally as a component of palliative treatment for cancer. Other uses include total body irradiation prior to transplantation.	ncit:C15213	_undefined_	_undefined_	_undefined_			
PD						Proton	A type of external beam radiation therapy using a beam of protons. It has the advantage of precisely localizing the radiation dose on the targeted tissue and avoiding damage to the healthy surrounding tissues.	ncit:66897			
PD						Photon	A single unit of electromagnetic radiation, generally considered to be a discrete particle having no mass or charge.	ncit:C88112			
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998			
PD						Not Reported	Not provided or available.	ncit:43234			
VD	DOSE	Integer		The total radiation dose administered.	ncit:173282	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Radiation Therapy].[RT_DOSE] skos:exactMatch [gct_v2.0].[Radiation Therapy].[DOSE]	
VD	DOSE_UNIT	Enum		A unit of measurement of the dose of radiation received or absorbed.	ncit:18068	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Radiation Therapy].[RT_UNIT] skos:exactMatch [gct_v2.0].[Radiation Therapy].[DOSE_UNIT]	
PD						Gy	A SI derived unit of absorbed radiation dose. One gray is equal to an absorbed dose of one joule per kilogram of matter, or to 100 rads.	ncit:18063			
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998			
PD						Not Reported	Not provided or available.	ncit:43234			
VD	BOOST	Enum		One or more extra radiation treatments targeted at the tumor bed, given after the regular sessions of radiation are complete.	ncit:C137812	_undefined_	_undefined_	_undefined_			
PD						No	The non-affirmative response to a question.	ncit:C49487			
PD						Yes	The affirmative response to a question.	ncit:C49488			
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998			
PD						Not Reported	Not provided or available.	ncit:43234			
VD	NUM_FRACTION	Numeric		The number of divided radiation doses received per day.	ncit:C175034	_undefined_	_undefined_	_undefined_			
											
											
DD	Treatment										
TD	Biopsy And Surgical Procedures									[gct_v1.2].[Biopsy/Surgical Procedures] skos:exactMatch [gct_v2.0].[Biopsy And Surgical Procedures]	
TG	One record per subject per surgical procedure										
VD	HONEST_BROKER_SUBJECT_ID	String		The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a "re-identification code"), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.	ncit:C168949	_undefined_	_undefined_	_undefined_		New VD	
VD	AGE_AT_PROCEDURE	Integer		Age of subject (in days) at procedure.	ncit:C175008	_undefined_	_undefined_	_undefined_			
VD	TIME_PERIOD_SUBMITTER_ID	String		This is the SUBMITTER_ID of the time period (defined in the "Time Period" table) during which this observation takes place.		_undefined_	_undefined_	_undefined_		New VD	
VD	SITE	Enum		The anatomical site on which surgery was performed.	ncit:C164323	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Biopsy/Surgical Procedures].[PROCEDURE_SITE] skos:exactMatch [gct_v2.0].[Biopsy And Surgical Procedures].[SITE]	
PD						Frontal Cortex	The part of the brain located anterior to the parietal lobes at the front of each cerebral hemisphere.	ncit:C32635	Frontal Lobe		
PD						Head and Neck	For oncology, an area of the body generally construed to comprise the base of skull and facial bones, sinuses, orbits, salivary glands, oral cavity, oropharynx, larynx, thyroid, facial and neck musculature and lymph nodes draining these areas.	ncit:C12418			
PD						Liver	A triangular-shaped organ located under the diaphragm in the right hypochondrium. It is the largest internal organ of the body, weighting up to 2 kg. Metabolism and bile secretion are its main functions. It is composed of cells which have the ability to regenerate.	ncit:C12392			
PD						Mediastinum	A group of organs surrounded by loose connective tissue, separating the two pleural sacs, between the sternum anteriorly and the vertebral column posteriorly as well as from the thoracic inlet superiorly to the diaphragm inferiorly. The mediastinum contains the heart and pericardium, the bases of the great vessels, the trachea and bronchi, esophagus, thymus, lymph nodes, thoracic duct, phrenic and vagus nerves, and other structures and tissues.	ncit:12748			
PD						Occipital Cortex	One of the four regions of cortex in each cerebral hemisphere. It is located posterior to the temporal lobe and inferior to the parietal lobe.	ncit:12757	Occipital Lobe		
PD						Ovary	One of the paired female reproductive glands containing the ova or germ cells; the ovary's stroma is a vascular connective tissue containing numbers of ovarian follicles enclosing the ova.	ncit:C12404			
PD						Parietal Cortex	One of the lobes of the cerebral hemisphere located superiorly to the occipital lobe and posteriorly to the frontal lobe. Cognition and visuospatial processing are its main functions.	ncit:C12766	Parietal Lobe		
PD						Pineal	A small endocrine gland in the brain, situated beneath the back part of the corpus callosum, that secretes melatonin.	ncit:C12398			
PD						Retroperitoneum	The back of the abdomen where the kidneys lie and the great blood vessels run.	ncit:28256			
PD						Sacrococcygeal	The triangular bone, made up of 5 fused bones of the spine, located in the lower area of the spine between the fifth lumbar vertebra and the coccyx.	ncit:C33506			
PD						Spinal Cord	The elongated, approximately cylindrical part of the central nervous system of vertebrates that lies in the vertebral canal and from which the spinal nerves emerge.	ncit:12464			
PD						Suprasellar/Neurohypophyseal	The anatomical region which includes the sella turcica, pituitary gland, ventral adenohypophysis and dorsal neurohypophysis.	ncit:C177357			
PD						Temporal Cortex	One of the cerebral lobes. It is located inferior to the frontal and parietal lobes and anterior to the occipital lobe.	ncit:C12797	Temporal Lobe		
PD						Testis	Either of the paired male reproductive glands that produce the male germ cells and the male hormones.	ncit:C12412			
PD						Thalamus	An ovoid mass composed predominantly of gray substance and associated laminae of white substance. The thalamus is divided into anterior, medial, and lateral parts. The function of the thalamus is to relay sensory impulses and cerebellar and basal ganglia projections to the cerebral cortex. The thalamus is positioned within the posterior part of the diencephalon forming most of each lateral wall of the third ventricle.	ncit:C12459			
PD						Vagina	The female genital canal, extending from the uterus to the vulva.	ncit:C12407			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998			
PD						Not Reported	Not provided or available.	ncit:43234			
VD	LATERALITY	Enum				_undefined_	_undefined_	_undefined_		[gct_v1.2].[Biopsy/Surgical Procedures].[PROCEDURE_LATERALITY] skos:exactMatch [gct_v2.0].[Biopsy And Surgical Procedures].[LATERALITY]	
PD						Left	Being or located on or directed toward the side of the body to the west when facing north.	ncit:C25229			
PD						Right	Being or located on or directed toward the side of the body to the east when facing north.	ncit:C25228			
PD						Midline	Affecting both sides of the body or a matched pair of organs.	ncit:C13332			
PD						Bilateral	A medial line, especially the medial line or medial plane of the body (or some part of the body).	ncit:CC81170			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	PROCEDURE_TYPE	Enum		A categorization of surgical procedures by type or purpose.	ncit:C161601	_undefined_	_undefined_	_undefined_			
PD						Surgery	The branch of medical science that treats disease or injury by operative procedures.	ncit:C17173			
PD						Biopsy	The removal of tissue specimens or fluid from the living body for microscopic examination, performed to establish a diagnosis.	ncit:C15189			
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998			
PD						Not reported	Not provided or available.	ncit:43234			
VD	EXTENT	Enum		The degree to which the lesion has been cut out, or resected.	ncit:C157443	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Biopsy/Surgical Procedures].[PROCEDURE_EXTENT] skos:exactMatch [gct_v2.0].[Biopsy And Surgical Procedures].[EXTENT]	
PD						Gross Total	Surgical removal of an entire visible lesion, with no obvious lesion detected on post-operative evaluation; microscopic residual disease may be present.	ncit:C131672			
PD						Complete Resection	Complete clearance of the tumor with histologically proved negative margins.	ncit:C175027			
PD						Partial Resection	Surgical removal of a part of a lesion; some portion of the lesion is detectable on post-operative evaluation.	ncit:C131680			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	MARGINS	Enum		The determination of the presence of actual or potential neoplastic tissue which has been left outside the boundary of a resected specimen within the patient.	ncit:123560	_undefined_	_undefined_	_undefined_			
PD						R0 - Complete Resection, Negative Margins	No detectable presence of residual tumor after treatment	ncit:C139578			
PD						R1 - Complete Resection, Positive Margins	Presence of microscopic residual tumor after treatment.	ncit:C139579			
PD						R2 - Gross Residual Disease	Presence of macroscopic residual tumor after treatment.	ncit:C139580			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:43234			
											
											
DD	Treatment										
TD	Stem Cell Transplant										
TG	One row per subject per stem-cell transplant										
VD	HONEST_BROKER_SUBJECT_ID	String		The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a "re-identification code"), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.	ncit:C168949	_undefined_	_undefined_	_undefined_		New VD	
VD	AGE_AT_SCT	Integer		Age of subject (in days) at the time of stem-cell transplantation.	ncit:168853	_undefined_	_undefined_	_undefined_			
VD	TIME_PERIOD_SUBMITTER_ID	String		This is the SUBMITTER_ID of the time period (defined in the "Time Period" table) during which this observation takes place.		_undefined_	_undefined_	_undefined_		New VD	
VD	TOTAL_CYCLES	Integer		The total number of stem cell transplant cycles.	ncit:C177373	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Stem Cell Transplant].[SCT_CYCLES] skos:exactMatch [gct_v2.0].[Stem Cell Transplant].[TOTAL_CYCLES]	
											
											
											
											
DD	Response										
TD	Subject Response										
TG	One row per subject per response, per response category										
VD	HONEST_BROKER_SUBJECT_ID	String		The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a "re-identification code"), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.	ncit:C168949	_undefined_	_undefined_	_undefined_		New VD	
VD	AGE_AT_RESPONSE	Integer		Age of subject (in days) when the response assessment was made.	ncit:168856	_undefined_	_undefined_	_undefined_			
VD	TIME_PERIOD_SUBMITTER_ID	String		This is the SUBMITTER_ID of the time period (defined in the "Time Period" table) during which this observation takes place.		_undefined_	_undefined_	_undefined_		New VD	
VD	RESPONSE_CATEGORY	Enum		The category used to assess the response to therapy.	ncit:173306	_undefined_	_undefined_	_undefined_			
PD						Overall Response	An assessment of the overall response of the disease to the therapy.	ncit:C96613			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	RESPONSE	Enum		The pathologic and/or clinical changes that result from treatment. The changes may include eradication of detectable disease, stabilization of disease, or disease progression.	ncit:50995	_undefined_	_undefined_	_undefined_			
PD						Partial Response	A finding indicating that there is a decrease in the size and the extent of tissue involvement by a malignant tumor in a patient.	ncit:C18212			
PD						Stable Disease	Cancer that is neither decreasing nor increasing in extent or severity.	ncit:C18213			
PD						Progressive Disease	A disease process that is increasing in scope or severity.	ncit:C35571			
PD						Complete Response	The disappearance of all signs of cancer in response to treatment.	ncit:C4870			
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998			
PD						Not Reported	Not provided or available.	ncit:43234			
VD	RESPONSE_METHOD	Enum				_undefined_	_undefined_	_undefined_			
PD						Imaging	A substance present in or produced by a tumor or by the host, that can be used for differentiating neoplastic from normal tissue based on measurements in body fluids, secretions, cells, and/or tissues. Markers are used in diagnosis, staging and prognosis of cancer, provide an estimation of tumor burden, and serve for monitoring effects of therapy, detecting recurrence, localization of tumors, and screening in general populations.	ncit:C17220			
PD						Tumor Marker	Any technology or method that aids in the visualization of any biological process, cell, tissue or organ for use in screening, diagnosis, surgical procedures or therapy.	ncit:C17369			
PD						Pathology	The medical science, and specialty practice, concerned with all aspects of disease, but with special reference to the essential nature, causes, and development of abnormal conditions, as well as the structural and functional changes that result from the disease processes. Informally used to mean the result of such an examination.	ncit:C18189			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	RESPONSE_SYSTEM	Enum		A standard from which a judgment concerning tumor response to therapy can be established.	ncit:C125932	_undefined_	_undefined_	_undefined_			
PD						RECIST	Standard parameters to be used when documenting response of solid tumors to treatment; a set of published rules that define when cancer patients improve ("respond"), stay the same ("stable"), or worsen ("progression") during treatments. (from www.recist.com)	ncit:C49164			
PD						WHO	A United Nations agency established to coordinate international health activities and to help governments improve health services.	ncit:C75419			
PD						Choi	A composite set of criteria developed by Choi et al. using imaging techniques in the evaluation of gastrointestinal stromal tumors response to imatinib mesylate treatment. These criteria integrate changes in tumor size and tumor density.	ncit:C122394			
PD						mRECIST	Modified RECIST criteria for assessment of response in malignant pleural mesothelioma. (Byrne MJ, Nowak AK. Modified RECIST criteria for assessment of response in malignant pleural mesothelioma. Ann Oncol. 2004 Feb;15(2):257-60.)	ncit:C126031			
PD						PERCIST	From RECIST to PERCIST: Evolving considerations for PET response criteria in solid tumors. (Wahl RL, Jacene H, Kasamon Y, Lodge MA. From RECIST to PERCIST: Evolving considerations for PET response criteria in solid tumors. J Nucl Med. 2009 May;50 Suppl 1:122S-50S.)	ncit:C126039			
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998			
PD						Not Reported	Not provided or available.	ncit:43234			
VD	RESPONSE_SYSTEM_VERSION	String		The version of the response criteria.	ncit:C175042	_undefined_	_undefined_	_undefined_			
											
											
DD	Events										
TD	Adverse Events										
TG	One row per subject per adverse event										
VD	HONEST_BROKER_SUBJECT_ID	String		The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a "re-identification code"), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.	ncit:C168949	_undefined_	_undefined_	_undefined_		New VD	
VD	AGE_AT_AE	Integer		Age of subject (in days) at the onset of the adverse event.	ncit:C172677	_undefined_	_undefined_	_undefined_			
VD	TIME_PERIOD_SUBMITTER_ID	String		This is the SUBMITTER_ID of the time period (defined in the "Time Period" table) during which this observation takes place.		_undefined_	_undefined_	_undefined_		New VD	
VD	ADVERSE_EVENT	Enum		Any unfavorable or unintended disease, sign, or symptom (including an abnormal laboratory finding) that is temporally associated with the use of a medical treatment or procedure, and that may or may not be considered related to the medical treatment or procedure. Such events can be related to the intervention, dose, route of administration, patient, or caused by an interaction with another drug(s) or procedure(s).	ncit:C41331	_undefined_	_undefined_	_undefined_			
PD						Renal Toxicity	Toxicity that impairs or damages the kidney. This condition is often caused by the administration of a pharmaceutical agent that causes damage to the kidney.	ncit:C115459			
PD						Neuropathy	A disorder affecting the cranial nerves or the peripheral nervous system. It manifests with pain, tingling, numbness, and muscle weakness. It may be the result of physical injury, toxic substances, viral diseases, diabetes, renal failure, cancer, and drugs.	ncit:C4731			
PD						Pulmonary Toxicity	Toxicity that impairs or damages the lung(s). This condition is often caused by the administration of a pharmaceutical agent that causes damage to the lungs.	ncit:C177374			
PD						Ototoxicity	Damage to the inner ear as a result of exposure to drugs or chemicals.	ncit:C66929			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Not known, not observed, not recorded, or refused.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
