INFO	Title	PCDC Data Model										
INFO	Name	pcdc_v1.8										
INFO	Release Notes	https://github.com/chicagopcdc/d4cg-modeling/tree/main/pcdc/pcdc-model/pcdc_v1.8										
INFO	Used By	all_v1.1, all_v1.0, aml_v1.7, aml_v1.6, aml_v1.5, aml_v1.4, aml_v1.3, aml_v1.2, aml_v1.1, aml_v1.0, ews_v1.2, ews_v1.1, ews_v1.0, gct_v1.2, gct_v1.1, gct_v1.0, hl_v1.0, nbl_v1.1, nbl_v1.0, nrsts_v1.0, os_v1.2, os_v1.1, os_v1.0, rms_v1.0										
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)										
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/										
INFO	Description	Each disease group in the PCDC network uses a disease-specific data dictionary as the target schema for their data harmonization efforts. The PCDC data model is the full collection these consensus data elements.										
INFO	Total Variables	521										
												
RowType	VariableName	DataType	Tier	VariableSource	VariableDescription	VariableCode	PermissibleValue	ValueSource	ValueDescription	ValueCode	ImplementationNotes	Mappings
PD							Chemoimmunotherapy	hl_v1.0	Chemotherapy combined with immunotherapy. Chemotherapy uses different drugs to kill or slow the growth of cancer cells; immunotherapy uses treatments to stimulate or restore the ability of the immune system to fight cancer.	ncit:C94251		
PD							Immunotherapy	hl_v1.0	Therapy designed to induce changes in a patient's immune status in order to treat disease.	ncit:C15262		
VD	COURSE_NUMBER	Number	n/a	ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0	The number assigned to a course of therapeutic agent administration, indicating where a particular course of treatment falls within a sequence of treatments.	ncit:C166235	_undefined_	_undefined_	_undefined_	_undefined_		
VD	IHC_TEST	Code	n/a	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0	A diagnostic test in which an antibody is used to link a cellular antigen specifically to a stain that can be seen with a microscope.	ncit:C51944	_undefined_	_undefined_	_undefined_	_undefined_		
PD							PAS	ews_v1.2|ews_v1.1|ews_v1.0	This is an all-round useful stain for many things, including glycogen, mucin, mucoprotein, glycoprotein, as well as fungi. The reaction is based on the oxidation of glycol group to aldehydes by periodate. The schiff's reagent selectively stains the aldehydes to a rose pink color. PAS is useful for outlining tissue structures--basement membranes, capsules, blood vessels, etc.	ncit:C23019		
PD							S100	ews_v1.2|ews_v1.1|ews_v1.0	A family of low molecular weight proteins that are characterized by the presence of two EF-hand calcium binding domains. These proteins form homodimers that localize either in the cytoplasm or nucleus of neural crest-derived cells and are involved in the regulation of many cellular processes such as cell cycle progression and differentiation.	ncit:C29924		
PD							NSE	ews_v1.2|ews_v1.1|ews_v1.0	Gamma-enolase (434 aa, ~47 kDa) is encoded by the human ENO2 gene. This protein is involved in glycolysis, neurotrophy and neuroprotection.	ncit:C62216		
PD							Vimentin	ews_v1.2|ews_v1.1|ews_v1.0	Vimentin (466 aa, ~54 kDa) is encoded by the human VIM gene. This protein plays a role in the localization of organelles and other cellular components.	ncit:C48797		
PD							Desmin	ews_v1.2|ews_v1.1|ews_v1.0	Desmin (470 aa, ~54 kDa) is encoded by the human DES gene. This protein is involved in the regulation of cytoskeletal dynamics in muscle cells.	ncit:C96450		
PD							CD99	ews_v1.2|ews_v1.1|ews_v1.0	CD99 antigen (185 aa, ~19 kDa) is encoded by the human CD99 gene. This protein plays a role in cell adhesion.	ncit:C102941		
PD							FLI-1	ews_v1.2|ews_v1.1|ews_v1.0	Friend leukemia integration 1 transcription factor (452 aa, ~51 kDa) is encoded by the human FLI1 gene. This protein plays a role in the modulation of transcription.	ncit:C18566		
PD							CD45	ews_v1.2|ews_v1.1|ews_v1.0	Receptor-type tyrosine-protein phosphatase C (1304 aa, ~147 kDa) is encoded by the human PTPRC gene. This protein plays a role in protein dephosphorylation.	ncit:C17282		
PD							CD30	gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0	Tumor necrosis factor receptor superfamily member 8 (595 aa, ~ 64 kDa) is encoded by the human TNFRSF8 gene. This protein is involved in ligand-mediated signal transduction, the positive regulation of apoptosis and the inhibition of cell proliferation.	ncit:C38906		
PD							beta-catenin	gct_v1.2|gct_v1.1|gct_v1.0	Catenin beta-1 (781 aa, ~85 kDa) is encoded by the human CTNNB1 gene. This protein is involved in Wnt signaling, adherens junction structure, and the regulation of cell growth.	ncit:C17478		
PD							GPC3	gct_v1.2|gct_v1.1|gct_v1.0	Glypican-3 (580 aa, ~66 kDa) is encoded by the human GPC3 gene. This protein is involved in the mediation of proteoglycan binding to the cell surface.	ncit:C88175		
PD							CD20	hl_v1.0	B-lymphocyte antigen CD20 (297 aa, ~33 kDa) is encoded by the human MS4A1 gene. This protein plays a role in both the activation and proliferation of B-cells.	ncit:C38896		
PD							LMP1	hl_v1.0	Latent membrane protein 1 (386 aa, ~42 kDa) is encoded by the Epstein-Barr virus LMP1 gene. This protein is involved in both the activation of nuclear factor-kappa-B family signaling pathways and the inhibition of apoptosis of infected B-lymphocytes.	ncit:C18863		
PD							EBER	hl_v1.0	Small non-coding RNA that is encoded by Epstein-Barr virus DNA and transcribed by virally-infected cells throughout the latent cycle. Expression of these oligonucleotides may be associated with the regulation of host ribosome function.	ncit:C111618		
VD	IHC_RESULT	String	n/a	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0	The result from the immunohistochemical test.	ncit:C175007	_undefined_	_undefined_	_undefined_	_undefined_		
VD	IHC_RESULT_NUMERIC	Number	n/a	gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0	The numerical identifier of an immunohistochemistry specimen assessment result.	ncit:C177368	_undefined_	_undefined_	_undefined_	_undefined_		
VD	IHC_SPEC_TYPE	Code	n/a	hl_v1.0	The type of a material sample taken from a biological entity for immunohistochemistry testing.	ncit:C185535	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Tissue	hl_v1.0	An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function.	ncit:C12801		
VD	IHC_RESULT_UNIT	Code	n/a	hl_v1.0	The unit of an immunohistochemistry test result.	ncit:C185621	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Number of Events	hl_v1.0	A measurement of the total number of events that have occurred.	ncit:C130057		
PD							Intensity	hl_v1.0	The degree or magnitude of strength, energy, or feeling.	ncit:C25539		
												
												
TD	Biopsy/Surgical Procedures											
TG	Refer to each data dictionary for specific table implementation guidance											
VD	AGE_AT_PROCEDURE	Number	n/a	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	Age of subject (in days) at procedure.	ncit:C175008	_undefined_	_undefined_	_undefined_	_undefined_		
VD	DISEASE_PHASE	Code	n/a	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The stage or period of an individual's disease.	ncit:C168878|ncit:168878	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Initial Diagnosis	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The first diagnosis of the individual's condition.	ncit:C156813|ncit:156813|C156813		
PD							Relapse	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The return of a disease after a period of remission.	ncit:C38155|ncit:38155|C38155		
PD							Progression	ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The worsening of a disease over time.	ncit:C35571|ncit:C17747|C17747		
PD							Relapse/Progression	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	Either the return of the disease or the progression of the disease.	ncit:C174991|C174991		
PD							Refractory	hl_v1.0	Not responding to treatment.	ncit:C38014		
VD	DISEASE_PHASE_NUMBER	Number	n/a	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The number of the disease phase.	ncit:C173258|ncit:173258	_undefined_	_undefined_	_undefined_	_undefined_		
VD	COURSE	Code	n/a	ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The type of protocol treatment course administered.	ncit:C168807	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Induction	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	The first choice of treatment for a particular type of cancer.	ncit:C158876		
PD							Consolidation	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	Treatment that is given after initial therapy to kill any remaining cancer cells.	ncit:C15679		
PD							Maintenance	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	Continuation of treatment for an extended period of time to prevent relapse.	ncit:C15688		
PD							Chemotherapy	hl_v1.0	The use of synthetic or naturally-occurring chemicals for the treatment of diseases.	ncit:C15632		
PD							Radiation Therapy	hl_v1.0	Treatment of a disease by means of exposure of the target or the whole body to radiation. Radiation therapy is often used as part of curative therapy and occasionally as a component of palliative treatment for cancer. Other uses include total body irradiation prior to transplantation.	ncit:C15313		
PD							Chemoimmunotherapy	hl_v1.0	Chemotherapy combined with immunotherapy. Chemotherapy uses different drugs to kill or slow the growth of cancer cells; immunotherapy uses treatments to stimulate or restore the ability of the immune system to fight cancer.	ncit:C94251		
PD							Immunotherapy	hl_v1.0	Therapy designed to induce changes in a patient's immune status in order to treat disease.	ncit:C15262		
VD	COURSE_NUMBER	Number	n/a	ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The number assigned to a course of therapeutic agent administration, indicating where a particular course of treatment falls within a sequence of treatments.	ncit:C166235	_undefined_	_undefined_	_undefined_	_undefined_		
VD	TUMOR_CLASSIFICATION	Code	n/a	ews_v1.2|ews_v1.1|ews_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The classification of a tumor based primarily on histopathological characteristics.	ncit:C174459	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Primary	ews_v1.2|ews_v1.1|ews_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	A tumor at the original site of origin.	ncit:C8509|C8509		
PD							Metastatic	ews_v1.2|ews_v1.1|ews_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	A tumor that has spread from its original (primary) site of growth to another site, close to or distant from the primary site. Metastasis is characteristic of advanced malignancies, but in rare instances can be seen in neoplasms lacking malignant morphology.	ncit:C127155|ncit:C3261|C3261		
PD							Unknown	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	Reported as unknown by the data contributor.	ncit:C17998|C17998		
PD							Not Reported	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	Not provided or available.	ncit:C43234|C43234		
PD							Regional Nodes	nrsts_v1.0				
PD							Regional	rms_v1.0				
VD	TUMOR_TISSUE_TYPE	Code	n/a	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	The type of material sample taken from a biological entity for tumor findings assessment testing.	ncit:C119940	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Bone	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	Connective tissue that forms the skeletal components of the body.	ncit:C12366		
PD							Soft Tissue	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	A general term comprising tissue that is not hardened or calcified; including muscle, fat, blood vessels, nerves, tendons, ligaments and fascia.	ncit:C12471		
PD							Unknown	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	Reported as unknown by the data contributor.	ncit:C17998		
PD							Not Reported	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	Not provided or available.	ncit:C43234		
VD	PROCEDURE_SITE	Code	n/a	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The anatomical site on which surgery was performed.	ncit:C164323|ncit:C157120	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Abdomen	ews_v1.2|ews_v1.1|ews_v1.0|rms_v1.0	The portion of the body that lies between the thorax and the pelvis.	ncit:C12664		
PD							Abdominal Wall	ews_v1.2|ews_v1.1|ews_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0	The tissues that surround the organs that are present within the abdominal cavity. The abdominal wall tissue is composed of layers of fat, parietal peritoneum, fascia, and muscles.	ncit:C28256|ncit:C12717		
PD							Acetabulum	ews_v1.2|ews_v1.1|ews_v1.0	Two cup shaped areas, one each on the lateral side of the lower pelvis that house the head of the femur to form the ball and socket joint of the hip.	ncit:C32042		
PD							Ankle	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	A gliding joint between the distal ends of the tibia and fibula and the proximal end of the talus.	ncit:C32078		
PD							Axilla	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	The underside concavity where the arm and the shoulder are joined.	ncit:C12674|ncit:C12695		
PD							Bone Marrow	ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0|nrsts_v1.0|rms_v1.0	The tissue occupying the spaces of bone. It consists of blood vessel sinuses and a network of hematopoietic cells which give rise to the red cells, white cells, and megakaryocytes.	ncit:C12431		
PD							Brain	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	An organ composed of grey and white matter containing billions of neurons that is the center for intelligence and reasoning. It is protected by the bony cranium.	ncit:C12439		
PD							Buttock	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	Either of the fleshy mounds in the rear pelvic area of the human body formed by the gluteal muscles.	ncit:C89806		
PD							Calcaneum	ews_v1.2|ews_v1.1|ews_v1.0	The irregular and largest tarsal bone that forms the heel.	ncit:C32250		
PD							Carpal Bone	ews_v1.2|ews_v1.1|ews_v1.0	Any of the small bones of the wrist joint, located between the radius and the ulna and the metacarpus.	ncit:C12688		
PD							Central Nervous System	ews_v1.2|ews_v1.1|ews_v1.0	The part of the nervous system that consists of the brain, spinal cord, and meninges.	ncit:C12438		
PD							Cervical Vertebra	ews_v1.2|ews_v1.1|ews_v1.0	Any one of the seven vertebrae that start with C1, connecting the skull to the spine, and ends with C7, which joins the cervical with the thoracic spine.	ncit:C12693		
PD							Chest	ews_v1.2|ews_v1.1|ews_v1.0	The anterior side of the thorax from the neck to the abdomen. The shape of the chest is often regarded as potential insight into a disease process, as in the case of barrel chest and respiratory dysfunction.	ncit:C25389		
PD							Chest Wall	ews_v1.2|ews_v1.1|ews_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0	The total system of structures outside the lungs that move as a part of breathing; it includes all structures from the skin to the parietal pleura.	ncit:C62484		
PD							Clavicle	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	One of a pair of bones linking the scapula and the sternum. The clavicle is part of the pectoral girdle.	ncit:C12695|ncit:C24203		
PD							Coccyx	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	A small bone located at the bottom of the spine. The coccyx is a result of 3-5 fused rudimentary vertebrae.	ncit:C12696		
PD							Elbow	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	A type of hinge joint located between the forearm and upper arm.	ncit:C32497		
PD							Ethmoid Bone	ews_v1.2|ews_v1.1|ews_v1.0	A light and spongy bone that is cubical in shape. This bone is positioned at the anterior part of the cranium, sitting between the two orbits, at the roof of the nose. It consists of four parts: a horizontal or cribriform plate; a perpendicular plate; and two lateral masses or labyrinths.	ncit:C12711		
PD							Face	ews_v1.2|ews_v1.1|ews_v1.0	The anterior portion of the head extending from the forehead to the chin and ear to ear. The facial structures contain the eyes, nose and mouth, cheeks and jaws.	ncit:C13071		
PD							Femur	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	The upper leg bone positioned between the pelvis and the knee.	ncit:C12717		
PD							Fibula	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	The small, lateral calf bone extending from the knee to the ankle.	ncit:C12718		
PD							Fibular Head	ews_v1.2|ews_v1.1|ews_v1.0	The highest portion of the fibula that articulates with the patella.	ncit:C32719		
PD							Finger	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	Any of the digits of the hand.	ncit:C32608		
PD							Foot	ews_v1.2|ews_v1.1|ews_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The structure found below the ankle joint required for locomotion.	ncit:C32622		
PD							Forearm	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The structure on the upper limb, between the elbow and the wrist.	ncit:C32628		
PD							Frontal Bone	ews_v1.2|ews_v1.1|ews_v1.0	A bone of the skull forming the forehead, root of the nose and the roof of both orbits.	ncit:C32635		
PD							Hand	ews_v1.2|ews_v1.1|ews_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The distal portion of the upper extremity. It consists of the carpus, metacarpus, and digits.	ncit:C32712		
PD							Head and Neck	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|os_v1.2|os_v1.1|os_v1.0	For oncology, an area of the body generally construed to comprise the base of skull and facial bones, sinuses, orbits, salivary glands, oral cavity, oropharynx, larynx, thyroid, facial and neck musculature and lymph nodes draining these areas.	ncit:C12418		
PD							Hip/Inguinal Region	ews_v1.2|ews_v1.1|ews_v1.0	The lateral prominence of the pelvis from the waist to the thigh.	ncit:C64193		
PD							Humerus	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	The upper arm bone between the shoulder and elbow.	ncit:C12731		
PD							Ilium	ews_v1.2|ews_v1.1|ews_v1.0	The broad, dorsal, upper, and widest of the three principal bones composing either half of the pelvis.	ncit:C32765		
PD							Intra-Abdominal	ews_v1.2|ews_v1.1|ews_v1.0	The lower region of the anterior abdominal wall located laterally to the pubic region.	ncit:C12726		
PD							Ischium	ews_v1.2|ews_v1.1|ews_v1.0	The most posterior and ventral bone making up the pelvis.	ncit:C32884		
PD							Kidney	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	One of the two bean-shaped organs located on each side of the spine in the retroperitoneum. The right kidney is located below the liver and the left kidney below the diaphragm. The kidneys filter and secret the metabolic products and minerals from the blood, thus maintaining the homeostasis. On the superior pole of each kidney there is an adrenal gland. Each kidney and adrenal gland is surrounded by fat.	ncit:C12415		
PD							Knee	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	A joint connecting the lower part of the femur with the upper part of the tibia. The lower part of the femur and the upper part of the tibia are attached to each other by ligaments. Other structures of the knee joint include the upper part of the fibula, located below and parallel to the tibia, and the patella which moves as the knee bends.	ncit:C32898		
PD							Lacrimal Bone	ews_v1.2|ews_v1.1|ews_v1.0	A small rectangular thin plate forming part of the medial orbit wall. It is located posterior to the frontal process of the maxilla and articulates with the inferior nasal concha, ethmoid, frontal, and maxillary bones.	ncit:C32906		
PD							Leg	ews_v1.2|ews_v1.1|ews_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	One of the two lower extremities in humans used for locomotion and support.	ncit:C32974		
PD							Liver	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0	A triangular-shaped organ located under the diaphragm in the right hypochondrium. It is the largest internal organ of the body, weighting up to 2 kg. Metabolism and bile secretion are its main functions. It is composed of cells which have the ability to regenerate.	ncit:C12392		
PD							Lower Extremity	ews_v1.2|ews_v1.1|ews_v1.0	The limb that is composed of the hip, thigh, leg and foot.	ncit:C12742		
PD							Lumbar Vertebra	ews_v1.2|ews_v1.1|ews_v1.0	One of the five bones situated between the thoracic vertebrae and the sacrum in the lower part of the spine.	ncit:C12744		
PD							Lung	ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	One of a pair of viscera occupying the pulmonary cavities of the thorax, the organs of respiration in which aeration of the blood takes place. As a rule, the right lung is slightly larger than the left and is divided into three lobes (an upper, a middle, and a lower or basal), while the left has two lobes (an upper and a lower or basal). Each lung is irregularly conical in shape, presenting a blunt upper extremity (the apex), a concave base following the curve of the diaphragm, an outer convex surface (costal surface), an inner or mediastinal surface (mediastinal surface), a thin and sharp anterior border, and a thick and rounded posterior border.	ncit:C12468		
PD							Lymph Node	ews_v1.2|ews_v1.1|ews_v1.0	A bean-shaped organ surrounded by a connective tissue capsule. It is part of the lymphatic system and is found throughout the body. It is composed predominantly of lymphocytes and its main function is immune protection.	ncit:C12745		
PD							Mandible	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	The lower jaw bone holding the lower teeth.	ncit:C12290		
PD							Maxilla	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	The upper jawbone in vertebrates; it is fused to the cranium.	ncit:C26470		
PD							Mediastinum	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0	An anatomic site along the midline and under the sternum that contains the heart and pericardium, the bases of the great vessels, the trachea and bronchi, esophagus, thymus, lymph nodes, thoracic duct, phrenic and vagus nerves, and other structures and tissues.	ncit:C12748|ncit:12748|ncit:C6634		
PD							Metacarpus	ews_v1.2|ews_v1.1|ews_v1.0	Any of the five bones between the wrist and the fingers that form the skeleton of the palm.	ncit:C12751		
PD							Metatarsus	ews_v1.2|ews_v1.1|ews_v1.0	A bone belonging to the middle part of the foot located between toes and ankle. There are 5 metatarsal bones and they are numbered from the medial side.	ncit:C12752		
PD							Nasal Bone	ews_v1.2|ews_v1.1|ews_v1.0	One of two small oblong bones placed side by side at the middle and upper part of the face.	ncit:C33157		
PD							Neck	ews_v1.2|ews_v1.1|ews_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The region that connects the head to the rest of the body.	ncit:C13063		
PD							Occipital Bone	ews_v1.2|ews_v1.1|ews_v1.0	The trapezoidal-shaped bone that forms the back and part of the base of the skull.	ncit:C12757		
PD							Parietal Bone	ews_v1.2|ews_v1.1|ews_v1.0	One of two cranial bones that by their union form the sides and roof of the skull.	ncit:C12766		
PD							Patella	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	A small flat triangular bone in front of the knee that articulates with the femur and protects the knee joint.	ncit:C33282		
PD							Pelvis	ews_v1.2|ews_v1.1|ews_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The bony, basin-shaped structure formed by the hipbones and the base of the backbone supporting the lower limbs in humans.	ncit:C12767		
PD							Radius Bone	ews_v1.2|ews_v1.1|ews_v1.0	The long bone of the forearm that extends from the lateral aspect of the elbow to the thumb-side of the wrist.	ncit:C12777		
PD							Retroperitoneum	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The back of the abdomen where the kidneys lie and the great blood vessels run.	ncit:C28256|ncit:28256|ncit:C12298		
PD							Rib	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	Any one of the paired bones, 12 on either side, extending from the thoracic vertebrae toward the median line on the ventral aspect of the trunk. The long curved bones which form the rib cage. Generally, ribs 1 to 7 are connected to the sternum by their costal cartilages and are called true ribs, whereas ribs 8 to 12 are termed false ribs.	ncit:C12782		
PD							Sacral Region	ews_v1.2|ews_v1.1|ews_v1.0	The triangular bone, made up of 5 fused bones of the spine, located in the lower area of the spine between the fifth lumbar vertebra and the coccyx.	ncit:C33508		
PD							Scalp	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	The skin which covers the top of the head and which is usually covered by hair.	ncit:C89807		
PD							Scapula	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	The flat triangle-shaped bone that connects the humerus with the clavicle in the back of the shoulder.	ncit:C12783|ncit:C12744		
PD							Shoulder	ews_v1.2|ews_v1.1|ews_v1.0|nrsts_v1.0|rms_v1.0	The region of the body between the neck and the upper arm.	ncit:C25203		
PD							Cranium	ews_v1.2|ews_v1.1|ews_v1.0	The bones that form the head, made up of the bones of the braincase and face.	ncit:C12789		
PD							Sphenoid Bone	ews_v1.2|ews_v1.1|ews_v1.0	The butterfly-shaped bone located at the base of the skull that helps to form the orbit of the eye.	ncit:C12790		
PD							Spinal Cord	ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0	The elongated, approximately cylindrical part of the central nervous system of vertebrates that lies in the vertebral canal and from which the spinal nerves emerge.	ncit:C12464|ncit:12464		
PD							Spine	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	A series of bones, muscles, tendons, and other tissues reaching from the base of the skull to the tailbone. The vertebral column forms the axis of the skeleton and encloses as well as protects the spinal cord and the fluid surrounding the spinal cord.	ncit:C12998		
PD							Sternum	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	The long, flat bone connecting with the cartilages of the first seven ribs and the clavicle.	ncit:C12793|ncit:C62484		
PD							Talus	ews_v1.2|ews_v1.1|ews_v1.0	The bone of the foot that connects with the tibia and fibula to form the ankle joint.	ncit:C52799		
PD							Tarsal Bone	ews_v1.2|ews_v1.1|ews_v1.0	Any one of the seven bones forming the instep of the foot.	ncit:C12796		
PD							Temporal Bone	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	A large irregular bone situated at the base and side of the skull, connected with the mandible via the temporomandibular joint. The temporal bone consists of the squamous, tympanic and petrous parts. The petrous portion of the temporal bone contains the vestibulocochlear organ of the inner ear.	ncit:C12797		
PD							Thigh	ews_v1.2|ews_v1.1|ews_v1.0|nrsts_v1.0|os_v1.2|os_v1.1|os_v1.0|rms_v1.0	A part of the lower limb, located between hip and knee.	ncit:C33763		
PD							Thoracic Vertebra	ews_v1.2|ews_v1.1|ews_v1.0	One of 12 vertebrae in the human vertebral column. The thoracic vertebrae are situated between the seventh cervical vertebra down to the first lumbar vertebra.	ncit:C12798		
PD							Tibia	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	A bone located between the femur and the tarsus, being part of the lower leg.	ncit:C12800		
PD							Ulna	ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	One of the bones that comprise the forearm. The largest aspect articulates with the humerus at the elbow joint and the smallest portion of the ulna articulates with the carpal bones in the wrist.	ncit:C12809		
